,TSS,end_x,start_x,gene,strand_x,end_y,start_y,strand_y,strand,ratio_ATCACG,ratio_ACAGTG,ratio_CGATGT,ratio_GCCAAT
3002,3626848,3626848,3626803,yhhJ,-,3626803.0,3625679.0,-,-,0.6923076923076923,0.7843137254901961,0.5815450643776824,0.7629757785467128
3003,3632595,3632595,3632590,yhiJ,-,3632590.0,3630968.0,-,-,2.5,1.3333333333333333,1.05,1.125
3004,3634635,3634841,3634635,yhiM,+,3635893.0,3634841.0,+,+,0.375,1.6666666666666667,1.0558659217877095,1.165289256198347
3005,3634743,3634841,3634743,yhiM,+,3635893.0,3634841.0,+,+,0.26666666666666666,1.3,0.8378378378378378,1.1461187214611872
3006,3634783,3634841,3634783,yhiM,+,3635893.0,3634841.0,+,+,0.16666666666666666,0.5,0.7836734693877551,1.2490118577075098
3007,3634817,3634841,3634817,yhiM,+,3635893.0,3634841.0,+,+,0.18518518518518517,0.3333333333333333,0.6402640264026402,1.0771704180064308
3008,3637500,3637500,3637410,yhiN,-,3637410.0,3636208.0,-,-,1.3302180685358256,1.0888888888888888,0.806282722513089,0.9387755102040817
3009,3637612,3637642,3637612,pitA,+,3639141.0,3637642.0,+,+,0.9054470709146968,1.0902564102564103,0.6509433962264151,0.848314606741573
3010,3639848,3639848,3639720,uspB,-,3639720.0,3639385.0,-,-,2.0357142857142856,0.9142857142857143,1.4576271186440677,2.4893617021276597
3011,3639983,3640111,3639983,uspA,+,3640545.0,3640111.0,+,+,0.3669064748201439,0.2878066642255584,0.3870967741935484,0.5235646958011997
3012,3639998,3640111,3639998,uspA,+,3640545.0,3640111.0,+,+,0.4274678111587983,0.34289225727161,0.40258064516129033,0.5758401453224341
3013,3640000,3640111,3640000,uspA,+,3640545.0,3640111.0,+,+,0.44259421560035056,0.35446205170975814,0.41284403669724773,0.5944186046511628
3014,3645238,3645238,3645182,prlC,-,3645182.0,3643140.0,-,-,1.1971014492753622,2.314031180400891,0.8866328257191202,1.5145797598627788
3015,3645350,3645385,3645350,rlmJ,+,3646227.0,3645385.0,+,+,1.393939393939394,1.6502115655853316,1.2218649517684887,2.1761658031088085
3016,3646112,3646299,3646112,gor,+,3647651.0,3646299.0,+,+,0.7684729064039408,1.03125,0.8636363636363636,0.68
3017,3647982,3647982,3647788,dinQ,-,3647833.0,3647705.0,-,-,1.2057142857142857,0.6676056338028169,0.9776247848537005,1.360323886639676
3020,3648512,3648528,3648512,arsR,+,3648881.0,3648528.0,+,+,2.9655172413793105,6.35,1.170940170940171,1.6846846846846846
3023,3653936,3653961,3653936,slp,+,3654527.0,3653961.0,+,+,1.0,1.4375,0.7559808612440191,1.5541237113402062
3024,3656039,3656039,3655902,yhiD,-,3655902.0,3655255.0,-,-,2.2,6.090909090909091,0.755877034358047,1.353909465020576
3025,3656110,3656110,3655902,yhiD,-,3655902.0,3655255.0,-,-,3.857142857142857,10.1,1.6413793103448275,3.4204545454545454
3026,3656791,3656791,3656740,hdeA,-,3656740.0,3656408.0,-,-,0.25161290322580643,0.28343949044585987,0.33830334190231365,0.32422802850356297
3027,3656960,3656995,3656960,hdeD,+,3657567.0,3656995.0,+,+,2.0833333333333335,0.9090909090909091,0.504885993485342,0.7124600638977636
3028,3657800,3658366,3657800,gadE,+,3658893.0,3658366.0,+,+,2.0,0.46153846153846156,1.0948275862068966,0.7245283018867924
3029,3658042,3658366,3658042,gadE,+,3658893.0,3658366.0,+,+,0.2,1.6470588235294117,1.3410404624277457,0.8663883089770354
3030,3658054,3658054,3658054,arrS,-,3658054.0,3657986.0,-,-,0.4,2.090909090909091,1.027906976744186,1.1506849315068493
3031,3658062,3658366,3658062,gadE,+,3658893.0,3658366.0,+,+,0.16666666666666666,1.6470588235294117,1.3646408839779005,1.0110132158590308
3032,3658242,3658366,3658242,gadE,+,3658893.0,3658366.0,+,+,1.0,0.7368421052631579,0.5769230769230769,1.7590027700831026
3033,3658345,3658366,3658345,gadE,+,3658893.0,3658366.0,+,+,0.8333333333333334,0.7727272727272727,0.516320474777448,0.8864059590316573
3034,3659084,3659232,3659084,mdtE,+,3660389.0,3659232.0,+,+,0.2857142857142857,1.4166666666666667,0.9959473150962512,1.0286944045911048
3035,3659140,3659232,3659140,mdtE,+,3660389.0,3659232.0,+,+,0.05555555555555555,0.5227272727272727,0.46711259754738016,0.7730496453900709
3036,3659145,3659232,3659145,mdtE,+,3660389.0,3659232.0,+,+,0.1111111111111111,0.5116279069767442,0.44333333333333336,0.7444444444444445
3037,3664651,3664651,3664618,gadW,-,3664618.0,3663890.0,-,-,0.5714285714285714,0.5089285714285714,0.5910290237467019,0.6233766233766234
3038,3664781,3664781,3664618,gadW,-,3664618.0,3663890.0,-,-,0.2608695652173913,0.24390243902439024,0.4479495268138801,0.3861236802413273
3039,3664864,3664864,3664864,gadY,+,3664968.0,3664864.0,+,+,8.609756097560975,17.18,2.6621004566210047,1.2214484679665738
3040,3665839,3665839,3665810,gadX,-,3665810.0,3664986.0,-,-,0.3225806451612903,0.33766233766233766,0.6726546906187625,0.5870786516853933
3041,3665839,3665839,3665810,gadX,-,3665810.0,3664986.0,-,-,0.3225806451612903,0.33766233766233766,0.6726546906187625,0.5870786516853933
3042,3667607,3667607,3667580,gadA,-,3667580.0,3666180.0,-,-,0.25,0.6363636363636364,0.6279863481228669,0.9227272727272727
3043,3669261,3669261,3669188,yhjA,-,3669188.0,3667791.0,-,-,1.5,1.5,1.6408450704225352,1.9195979899497488
3044,3669551,3669592,3669551,treF,+,3671241.0,3669592.0,+,+,1.1515151515151516,0.8448275862068966,0.5191387559808612,0.713472485768501
3045,3672045,3672045,3671894,yhjB,-,3671894.0,3671292.0,-,-,0.4375,1.25,0.84,1.1423611111111112
3046,3672136,3672342,3672136,yhjC,+,3673313.0,3672414.0,+,+,0.1,0.08108108108108109,0.4029126213592233,1.0209205020920502
3047,3673330,3673362,3673330,yhjD,+,3674375.0,3673362.0,+,+,0.6880733944954128,0.3358208955223881,0.5088235294117647,0.823076923076923
3048,3674637,3674786,3674637,yhjE,+,3676108.0,3674786.0,+,+,0.6,0.7,0.40939597315436244,1.066079295154185
3049,3674757,3674786,3674757,yhjE,+,3676108.0,3674786.0,+,+,3.5714285714285716,1.4285714285714286,1.0480349344978166,1.6026058631921825
3050,3678412,3678412,3678365,yhjG,-,3678350.0,3676290.0,-,-,0.75,1.75,1.1273584905660377,1.316326530612245
3051,3679229,3679229,3679187,yhjH,-,3679187.0,3678420.0,-,-,1.0,1.6666666666666667,0.8425925925925926,0.9597701149425287
3052,3682016,3682016,3681940,yhjJ,-,3681940.0,3680444.0,-,-,1.5802469135802468,2.1219512195121952,0.8229665071770335,1.4567901234567902
3053,3683498,3683498,3683447,dctA,-,3683447.0,3682161.0,-,-,0.5192307692307693,1.1323529411764706,0.5810055865921788,0.6882352941176471
3054,3685648,3685648,3685579,yhjK,-,3685618.0,3683630.0,-,-,0.8076923076923077,1.088,0.5894736842105263,1.3203125
3055,3692673,3692673,3692607,bcsB,-,3692607.0,3690268.0,-,-,3.2,1.7045454545454546,1.4611650485436893,2.4846625766871164
3056,3696215,3696215,3696185,yhjR,-,3696185.0,3695997.0,-,-,3.42,2.558139534883721,1.1162790697674418,2.265734265734266
3057,3696283,3696283,3696185,yhjR,-,3696185.0,3695997.0,-,-,3.3833333333333333,3.3424657534246576,1.1013513513513513,1.7039106145251397
3058,3696322,3696458,3696322,bcsE,+,3698029.0,3696458.0,+,+,1.240506329113924,0.8391608391608392,0.6854838709677419,1.2272727272727273
3059,3696356,3696356,3696185,yhjR,-,3696185.0,3695997.0,-,-,1.2298850574712643,1.6179775280898876,0.7553956834532374,0.8181818181818182
3060,3696367,3696367,3696185,yhjR,-,3696185.0,3695997.0,-,-,1.0957446808510638,1.4123711340206186,0.6538461538461539,0.7677725118483413
3061,3696375,3696375,3696185,yhjR,-,3696185.0,3695997.0,-,-,1.0104166666666667,1.2254901960784315,0.5465116279069767,0.6785714285714286
3062,3696395,3696458,3696395,bcsE,+,3698029.0,3696458.0,+,+,0.547945205479452,0.28034682080924855,0.1989389920424403,0.20224719101123595
3063,3700136,3700136,3700136,rdlD,+,3700201.0,3700136.0,+,+,4.131578947368421,4.171232876712328,2.3715341959334566,1.945736434108527
3064,3700272,3700272,3700087,ldrD,-,3700087.0,3699980.0,-,-,0.47101449275362317,0.7577741407528642,1.6436931079323798,1.36056338028169
3065,3700398,3700563,3700398,yhjV,+,3701834.0,3700563.0,+,+,0.5607476635514018,0.8809523809523809,1.4400921658986174,1.0146137787056368
3066,3707870,3707870,3707705,dppA,-,3707705.0,3706098.0,-,-,2.142857142857143,1.7241379310344827,0.6782608695652174,0.9965397923875432
3067,3708694,3708694,3708692,proK,-,3708692.0,3708616.0,-,-,18.704545454545453,14.784313725490197,1.9866369710467706,1.9591836734693877
3068,3710581,3710581,3710475,eptB,-,3710475.0,3708784.0,-,-,5.234375,5.633928571428571,2.675,3.485294117647059
3069,3712043,3712043,3712007,yhjX,-,3712007.0,3710799.0,-,-,1.6538461538461537,1.2195121951219512,0.9473684210526315,1.366412213740458
3070,3712060,3712060,3712007,yhjX,-,3712007.0,3710799.0,-,-,1.2923076923076924,0.96,0.7921348314606742,1.2229299363057324
3071,3712097,3712097,3712007,yhjX,-,3712007.0,3710799.0,-,-,1.0704225352112675,0.7547169811320755,0.8225806451612904,1.2222222222222223
3072,3712983,3712983,3712934,yhjY,-,3712934.0,3712236.0,-,-,3.2142857142857144,7.875,1.3564356435643565,1.5246913580246915
3073,3716356,3716547,3716356,yiaD,+,3717206.0,3716547.0,+,+,0.35424354243542433,0.7511737089201878,0.31384615384615383,0.6
3074,3716415,3716415,3716394,bisC,-,3716394.0,3714061.0,-,-,0.9008264462809917,1.9651162790697674,0.871244635193133,0.9090909090909091
3075,3716479,3716547,3716479,yiaD,+,3717206.0,3716547.0,+,+,1.848297213622291,2.085227272727273,0.6680761099365751,1.2135416666666667
3076,3716484,3716484,3716394,bisC,-,3716394.0,3714061.0,-,-,0.5615384615384615,1.1886792452830188,0.696969696969697,0.871875
3077,3716486,3716486,3716394,bisC,-,3716394.0,3714061.0,-,-,0.553030303030303,1.1886792452830188,0.696969696969697,0.9015873015873016
3078,3716513,3716513,3716394,bisC,-,3716394.0,3714061.0,-,-,2.5272727272727273,1.4086956521739131,0.7183673469387755,1.1050847457627118
3079,3717189,3717310,3717189,ghrB,+,3718284.0,3717310.0,+,+,0.5365853658536586,0.592173017507724,1.099624060150376,0.6236749116607774
3080,3719097,3719097,3719044,yiaF,-,3719044.0,3718334.0,-,-,0.8424153166421208,0.9202898550724637,0.5449275362318841,0.9929328621908127
3081,3719431,3719478,3719431,yiaG,+,3719768.0,3719478.0,+,+,1.3333333333333333,0.45,1.794871794871795,1.475609756097561
3082,3719889,3720049,3719889,cspA,+,3720261.0,3720049.0,+,+,1.2315877995924571,1.9260531740578255,0.5467192297486828,1.1771213299049215
3083,3719940,3720049,3719940,cspA,+,3720261.0,3720049.0,+,+,2.281530612244898,3.6938158576610816,0.9532074187510635,2.3400712291847148
3084,3720594,3720680,3720594,insJ,+,3721201.0,3720680.0,+,+,2.3846153846153846,2.1142857142857143,1.4923076923076923,2.076158940397351
3085,3720810,3720810,3720600,hokA,-,3720600.0,3720448.0,-,-,0.19411764705882353,0.10734463276836158,1.0465686274509804,0.8680738786279684
3086,3721065,3721154,3721065,insK,+,3722049.0,3721198.0,+,+,0.7692307692307693,1.2258064516129032,0.42528735632183906,0.6686159844054581
3087,3724495,3724495,3724397,glyS,-,3724397.0,3722328.0,-,-,0.9531652084405559,1.0602167804094742,0.9008485931219294,1.023030303030303
3088,3725354,3725354,3725318,glyQ,-,3725318.0,3724407.0,-,-,0.8264633140972795,0.5382372002592353,0.5955598455598455,1.1411255411255412
3089,3725902,3725902,3725712,ysaB,-,3725712.0,3725413.0,-,-,1.6,7.142857142857143,0.3710691823899371,0.676056338028169
3090,3727767,3727767,3727748,yiaB,-,3727748.0,3727407.0,-,-,1.0,0.1,1.0985915492957747,0.9954337899543378
3091,3727797,3727797,3727748,yiaB,-,3727748.0,3727407.0,-,-,1.0,0.09090909090909091,0.9027777777777778,0.8198198198198198
3092,3727827,3727827,3727748,yiaB,-,3727748.0,3727407.0,-,-,4.0,0.25,0.7361111111111112,0.6210045662100456
3093,3730807,3730807,3730765,xylA,-,3730765.0,3729443.0,-,-,1.5,2.230769230769231,1.854625550660793,2.368231046931408
3094,3731069,3731131,3731069,xylF,+,3732123.0,3731131.0,+,+,1.3333333333333333,0.5384615384615384,0.4626865671641791,0.6034188034188034
3095,3734906,3734979,3734906,xylR,+,3736157.0,3734979.0,+,+,0.5,1.5405405405405406,0.3474576271186441,0.5365344467640919
3096,3737221,3737221,3737177,bax,-,3737177.0,3736353.0,-,-,0.6722160562338143,0.5206496519721577,0.2964196502914238,0.42662473794549266
3097,3737234,3737234,3737177,bax,-,3737177.0,3736353.0,-,-,0.6790170132325142,0.5224719101123596,0.3026886383347788,0.4373650107991361
3098,3737470,3737497,3737470,malS,+,3739527.0,3737497.0,+,+,0.6059113300492611,0.7865168539325843,0.7990430622009569,0.5740740740740741
3099,3737470,3737497,3737470,malS,+,3739527.0,3737497.0,+,+,0.6059113300492611,0.7865168539325843,0.7990430622009569,0.5740740740740741
3100,3739674,3739705,3739674,avtA,+,3740958.0,3739705.0,+,+,2.2606635071090047,3.3308823529411766,1.6842105263157894,2.045138888888889
3101,3742618,3742618,3742532,yiaJ,-,3742532.0,3741684.0,-,-,0.16853932584269662,0.05434782608695652,0.3305439330543933,0.5450980392156862
3102,3742674,3742733,3742674,yiaK,+,3743731.0,3742733.0,+,+,0.3333333333333333,0.5714285714285714,0.33653846153846156,0.5836575875486382
3103,3742720,3742733,3742720,yiaK,+,3743731.0,3742733.0,+,+,0.2727272727272727,0.8181818181818182,0.7662337662337663,1.00836820083682
3104,3751875,3751875,3751868,yiaT,-,3751868.0,3751128.0,-,-,0.75,0.5333333333333333,0.2903225806451613,0.703030303030303
3105,3751896,3751992,3751896,yiaU,+,3752966.0,3751992.0,+,+,0.2571428571428571,0.11666666666666667,0.2169811320754717,0.28823529411764703
3106,3751905,3751905,3751868,yiaT,-,3751868.0,3751128.0,-,-,1.0,0.8,0.37777777777777777,0.7099236641221374
3107,3751960,3751960,3751868,yiaT,-,3751868.0,3751128.0,-,-,0.46153846153846156,0.7777777777777778,0.5714285714285714,0.5471698113207547
3108,3751962,3751962,3751868,yiaT,-,3751868.0,3751128.0,-,-,0.46153846153846156,0.7777777777777778,0.5535714285714286,0.5238095238095238
3109,3751975,3751992,3751975,yiaU,+,3752966.0,3751992.0,+,+,0.9375,0.1951219512195122,0.6197183098591549,0.5796178343949044
3110,3751986,3751992,3751986,yiaU,+,3752966.0,3751992.0,+,+,1.1333333333333333,0.20512820512820512,0.6619718309859155,0.5730994152046783
3111,3756535,3756535,3756511,aldB,-,3756511.0,3754973.0,-,-,2.5,3.3333333333333335,0.9016393442622951,0.6368715083798883
3112,3757878,3757878,3757827,yiaY,-,3757827.0,3756676.0,-,-,4.25,4.25,1.9180327868852458,2.0
3113,3757880,3757880,3757827,yiaY,-,3757827.0,3756676.0,-,-,4.25,4.25,1.9322033898305084,1.9903846153846154
3114,3757928,3757928,3757827,yiaY,-,3757827.0,3756676.0,-,-,1.75,2.0,1.1311475409836065,1.0701754385964912
3115,3759925,3759925,3759861,selB,-,3759861.0,3758017.0,-,-,0.4722222222222222,0.6059113300492611,0.6195652173913043,0.740983606557377
3116,3761297,3761297,3761249,selA,-,3761249.0,3759858.0,-,-,2.04,9.0,1.9702970297029703,2.751552795031056
3117,3761975,3761975,3761955,yibF,-,3761955.0,3761347.0,-,-,2.0,4.633333333333334,1.5954198473282444,2.0719424460431655
3118,3768064,3768177,3768064,yibG,+,3768638.0,3768177.0,+,+,0.3333333333333333,0.7142857142857143,1.25,0.5967741935483871
3119,3772188,3772281,3772188,mtlA,+,3774194.0,3772281.0,+,+,1.975609756097561,1.0097560975609756,0.6482213438735178,1.3481781376518218
3120,3772188,3772281,3772188,mtlA,+,3774194.0,3772281.0,+,+,1.975609756097561,1.0097560975609756,0.6482213438735178,1.3481781376518218
3121,3772188,3772281,3772188,mtlA,+,3774194.0,3772281.0,+,+,1.975609756097561,1.0097560975609756,0.6482213438735178,1.3481781376518218
3122,3772188,3772281,3772188,mtlA,+,3774194.0,3772281.0,+,+,1.975609756097561,1.0097560975609756,0.6482213438735178,1.3481781376518218
3123,3776420,3776420,3776380,yibT,-,3776380.0,3776171.0,-,-,0.46987951807228917,0.45229681978798586,0.8422712933753943,1.063953488372093
3124,3776424,3776424,3776380,yibT,-,3776380.0,3776171.0,-,-,0.4658385093167702,0.45925925925925926,0.8270440251572327,1.0489913544668588
3125,3776597,3776665,3776597,yibL,+,3777027.0,3776665.0,+,+,2.504854368932039,2.9527027027027026,0.84765625,2.147783251231527
3126,3777289,3777399,3777289,lldP,+,3779054.0,3777399.0,+,+,1.0490196078431373,1.2355555555555555,0.589622641509434,1.4163319946452477
3127,3782681,3782681,3782562,cysE,-,3782562.0,3781741.0,-,-,4.502463054187192,5.1900138696255205,2.1810012836970474,2.371859296482412
3128,3783681,3783681,3783661,gpsA,-,3783661.0,3782642.0,-,-,1.5338078291814947,1.611317254174397,0.9901477832512315,1.3851276359600444
3129,3783810,3783810,3783661,gpsA,-,3783661.0,3782642.0,-,-,1.4107883817427387,1.0074165636588381,0.627007733491969,0.7606490872210954
3130,3784576,3784576,3784442,grxC,-,3784442.0,3784191.0,-,-,0.9649243466299863,1.0074794315632012,1.1636726546906189,0.5349761526232114
3131,3785056,3785056,3785015,yibN,-,3785015.0,3784584.0,-,-,0.6690140845070423,0.9967948717948718,0.7111111111111111,0.7316209034543845
3132,3785187,3785260,3785187,gpmM,+,3786804.0,3785260.0,+,+,0.8407281001137656,0.8793911007025761,0.6026058631921825,0.8552631578947368
3133,3785235,3785260,3785235,gpmM,+,3786804.0,3785260.0,+,+,1.3768472906403941,1.6965034965034964,0.9927007299270073,1.2393767705382437
3134,3790149,3790149,3790081,waaH,-,3790081.0,3789047.0,-,-,1.3333333333333333,2.4615384615384617,0.4838709677419355,0.9452054794520548
3135,3792577,3792577,3792551,kbl,-,3792551.0,3791355.0,-,-,0.3904163393558523,0.3568596352101507,0.3293478260869565,0.6328671328671329
3143,3799398,3799398,3799312,waaU,-,3799312.0,3798239.0,-,-,1.91,1.2592592592592593,0.5321637426900585,0.9791666666666666
3144,3799424,3799424,3799312,waaU,-,3799312.0,3798239.0,-,-,2.255813953488372,1.5555555555555556,0.6829268292682927,1.2626262626262625
3145,3799496,3799496,3799312,waaU,-,3799312.0,3798239.0,-,-,2.263888888888889,1.3,1.036144578313253,1.6114285714285714
3146,3799498,3799498,3799312,waaU,-,3799312.0,3798239.0,-,-,2.236111111111111,1.325,1.048780487804878,1.5988700564971752
3147,3801136,3801136,3800965,waaY,-,3800965.0,3800267.0,-,-,3.236842105263158,5.626373626373627,1.38135593220339,2.4564102564102566
3148,3808180,3808180,3808098,waaQ,-,3808098.0,3807064.0,-,-,4.136363636363637,3.859060402684564,1.7777777777777777,1.8596491228070176
3149,3808238,3808238,3808098,waaQ,-,3808098.0,3807064.0,-,-,3.216494845360825,2.9647058823529413,2.0327868852459017,2.0047846889952154
3150,3808256,3808540,3808256,waaA,+,3809817.0,3808540.0,+,+,0.030707610146862484,0.04807692307692308,0.16463414634146342,0.3868131868131868
3151,3808516,3808540,3808516,waaA,+,3809817.0,3808540.0,+,+,0.7662037037037037,0.6318289786223278,0.6494522691705791,0.7430683918669131
3152,3808516,3808540,3808516,waaA,+,3809817.0,3808540.0,+,+,0.7662037037037037,0.6318289786223278,0.6494522691705791,0.7430683918669131
3153,3811175,3811175,3811152,mutM,-,3811152.0,3810343.0,-,-,2.505813953488372,4.515527950310559,1.2918825561312608,2.111111111111111
3154,3811277,3811277,3811152,mutM,-,3811152.0,3810343.0,-,-,116.38095238095238,135.4065934065934,33.02147971360382,18.428947368421053
3155,3811995,3811995,3811674,rpmB,-,3811674.0,3811438.0,-,-,0.07577858181449294,0.06632912748801201,0.04014986299837835,0.07261914733227239
3156,3811995,3811995,3811674,rpmB,-,3811674.0,3811438.0,-,-,0.07577858181449294,0.06632912748801201,0.04014986299837835,0.07261914733227239
3157,3812577,3812577,3812559,yicR,-,3812559.0,3811891.0,-,-,0.7647058823529411,2.0,0.875,0.8088235294117647
3158,3812577,3812577,3812559,yicR,-,3812559.0,3811891.0,-,-,0.7647058823529411,2.0,0.875,0.8088235294117647
3159,3812703,3812731,3812703,dfp,+,3813951.0,3812731.0,+,+,1.2029339853300733,0.7445255474452555,0.8716814159292036,1.0434782608695652
3160,3813852,3813932,3813852,dut,+,3814387.0,3813932.0,+,+,1.5713256484149856,1.0921409214092141,1.1109375,1.695852534562212
3161,3815985,3815985,3815768,pyrE,-,3815768.0,3815127.0,-,-,21.62295081967213,26.966666666666665,3.3282828282828283,2.6127450980392157
3162,3816580,3816580,3816549,rph,-,3816549.0,3815834.0,-,-,1.2437722419928825,1.0470262793914247,0.5007874015748032,1.0692124105011933
3163,3816580,3816580,3816549,rph,-,3816549.0,3815834.0,-,-,1.2437722419928825,1.0470262793914247,0.5007874015748032,1.0692124105011933
